sample_id,read_count
magic.2544,5
magic.2545,7
magic.2548,0
magic.2549,0
magic.2551,0
magic.2552,0
magic.2554,0
magic.2557,0
magic.2558,2
magic.2559,3
magic.2562,0
magic.2565,0
magic.2566,7
magic.2567,0
magic.2568,5
magic.2569,0
magic.2570,0
magic.2575,0
magic.2576,4
magic.2577,0
magic.2578,5
magic.2580,1
magic.2585,0
magic.2587,1
magic.2588,1
magic.2591,0
magic.2592,13
magic.2593,0
magic.2594,1
magic.2597,4
magic.2598,0
magic.2600,0
magic.2601,0
magic.2602,2
magic.2603,1
magic.2607,1
magic.2608,0
magic.2609,0
magic.2610,0
magic.2613,6
magic.2614,1
magic.2617,0
magic.2619,0
magic.2622,0
magic.2625,0
magic.2628,1
magic.2629,73
magic.2630,0
magic.2631,5
magic.2632,6
magic.2633,28
magic.2634,0
magic.2635,0
magic.2638,2
magic.2639,1
magic.2642,0
magic.2643,3
magic.2644,3
magic.2646,1
magic.2648,0
magic.2650,3
magic.2651,0
magic.2652,0
magic.2653,0
magic.2654,4
magic.2656,1
magic.2658,0
magic.2659,0
magic.2660,1
magic.2661,1
magic.2663,2
magic.2664,0
magic.2665,4
magic.2666,0
magic.2667,0
magic.2668,0
magic.2669,1
magic.2670,1
magic.2671,0
magic.2672,0
magic.2673,1
magic.2674,0
magic.2677,0
magic.2678,0
magic.2679,1
magic.2680,22
magic.2687,4
magic.2688,1
magic.2689,0
magic.2692,0
magic.2696,7
magic.2698,1
magic.2700,2
magic.2701,0
magic.2703,3
magic.2704,9
magic.2707,1
magic.2709,3
magic.2710,1
magic.2711,4
magic.2712,0
magic.2713,0
magic.2714,0
magic.2715,1
magic.2717,0
magic.2718,0
magic.2719,4
magic.2720,0
magic.2721,1
magic.2722,0
magic.2723,5
magic.2725,1
magic.2729,347
magic.2732,0
magic.2734,1
magic.2735,0
magic.2736,13
magic.2739,0
magic.2740,0
magic.2741,0
magic.2743,0
magic.2744,3
magic.2745,0
magic.2746,0
magic.2747,106
magic.2748,3
magic.2749,0
magic.2750,0
magic.2752,0
magic.2753,0
magic.2754,19
magic.2755,0
magic.2756,2
magic.2757,0
magic.2758,2
magic.2759,5
magic.2761,0
magic.2762,1
magic.2763,0
magic.2764,1
magic.2765,1
magic.2766,0
magic.2767,1
magic.2768,1
magic.2770,5
magic.2771,0
magic.2773,4
magic.2774,1
magic.2775,1
magic.2776,29
magic.2777,0
magic.2778,0
magic.2779,0
magic.2780,2
magic.2784,0
magic.2787,2
magic.2791,0
magic.2793,1
magic.2794,0
magic.2795,1
magic.2796,0
magic.2797,0
magic.2798,0
magic.2801,0
magic.2802,61
magic.2805,0
magic.2807,0
magic.2808,7
magic.2811,0
magic.2815,0
magic.2816,24
magic.2818,2
magic.2819,2
magic.2821,17
magic.2822,0
magic.2823,6
magic.2824,3
magic.2825,0
magic.2826,5
magic.2827,0
magic.2829,4
magic.2831,2
magic.2832,132
magic.2833,0
magic.2834,172
magic.2835,0
magic.2836,0
magic.2837,1229
magic.2839,63
magic.2840,11
magic.2842,2
magic.2843,0
magic.2844,2
magic.2846,0
magic.2847,0
magic.2848,0
magic.2849,1
magic.2850,0
magic.2851,0
magic.2852,0
magic.2853,0
magic.2854,0
magic.2855,8
magic.2856,0
magic.2858,0
magic.2862,0
magic.2863,0
magic.2864,0
magic.2867,0
magic.2869,0
magic.2870,0
magic.2872,3
magic.2874,0
magic.2875,0
magic.2876,2
magic.2878,0
magic.2879,1
magic.2880,2
magic.2881,0
magic.2882,7
magic.2883,0
magic.2884,0
magic.2885,0
magic.2886,59
magic.2890,0
magic.2891,334
magic.2892,0
magic.2894,0
magic.2897,2
magic.2899,1
magic.2900,2
magic.2902,0
magic.2903,5
magic.2904,1
magic.2905,0
magic.2906,0
magic.2907,0
magic.2908,0
magic.2909,38
magic.2910,0
magic.2911,4
magic.2915,1
magic.2916,0
magic.2917,1
magic.2919,0
magic.2921,16
magic.2922,5
magic.2923,0
magic.2924,1
magic.2925,0
magic.2926,0
magic.2927,0
magic.2928,3
magic.2942,0
magic.2943,0
magic.2944,1
magic.2945,9
magic.2946,2
magic.2948,0
magic.2949,0
magic.2950,10
magic.2951,0
magic.2952,0
magic.2953,0
magic.2955,0
magic.2956,0
magic.2957,1355
magic.2958,0
magic.2959,1
magic.2960,1
magic.2961,1
magic.2963,0
magic.2964,0
magic.2965,0
magic.2966,0
magic.2967,1
magic.2968,2
magic.2970,0
magic.2972,0
magic.2973,5
magic.2975,0
magic.2976,0
magic.2978,0
magic.2981,0
magic.2985,0
magic.2986,2
magic.2987,4
magic.2988,2
magic.2989,0
magic.2991,0
magic.2997,0
magic.2998,0
magic.3000,0
magic.3002,9
magic.3003,0
magic.3004,0
magic.3005,4
magic.3007,0
magic.3009,0
magic.3011,0
magic.3016,0
magic.3017,0
magic.3021,0
magic.3023,0
magic.3024,1
magic.3030,1
magic.3031,1
magic.3033,0
magic.3034,0
magic.3035,0
magic.3036,0
magic.3037,0
magic.3038,0
magic.3040,0
magic.3041,0
magic.3043,29
magic.3044,0
magic.3046,0
magic.3047,1
magic.3048,1
magic.3049,1
magic.3050,0
magic.3051,2
magic.3053,0
magic.3054,0
magic.3055,4
magic.3056,0
magic.3057,0
magic.3059,0
magic.3060,1
magic.3061,196
magic.3063,0
magic.3064,0
magic.3065,2
magic.3066,3
magic.3068,7
magic.3069,1
magic.3071,28
magic.3074,8
magic.3075,0
magic.3076,0
magic.3077,1
magic.3078,0
magic.3079,0
magic.3080,7
magic.3081,1
magic.3082,1
magic.3083,0
magic.3084,13
magic.3085,2
magic.3086,12
magic.3090,0
magic.3091,1
magic.3092,0
magic.3093,0
magic.3095,0
magic.3096,0
magic.3097,1
magic.3098,0
magic.3099,0
magic.3100,0
magic.3303,20
magic.3306,0
magic.3308,0
magic.3309,0
magic.3310,0
magic.3314,0
magic.3316,0
magic.3317,1
magic.3321,0
magic.3323,0
magic.3324,0
magic.3327,3
magic.3328,4
magic.3330,0
magic.3332,1
magic.3333,0
magic.3334,3
magic.3335,0
magic.3336,0
magic.3337,2
magic.3340,1
magic.3342,0
magic.3345,1
magic.3348,7
magic.3349,1
magic.3350,30
magic.3351,11
magic.3352,0
magic.3353,0
magic.3354,0
magic.3355,0
magic.3356,0
magic.3357,1
magic.3358,1
magic.3360,12
magic.3362,0
magic.3363,5
magic.3364,0
magic.3365,2
magic.3366,1
magic.3368,0
magic.3371,1
magic.3372,0
magic.3374,0
magic.3375,19
magic.3376,0
magic.3377,0
magic.3378,0
magic.3379,0
magic.3380,5
magic.3382,0
magic.3383,22
magic.3384,0
magic.3385,0
magic.3386,0
magic.3387,30
magic.3388,3
magic.3389,5
magic.3390,0
magic.3393,0
magic.3395,0
magic.3397,13
magic.3402,1
magic.3404,0
magic.3405,1
magic.3406,2
magic.3407,1
magic.3408,0
magic.3409,0
magic.3410,1
magic.3411,0
magic.3414,0
magic.3417,0
magic.3418,1
magic.3419,0
magic.3420,1
magic.3421,1
magic.3422,0
magic.3423,0
magic.3424,0
magic.3425,0
magic.3426,0
magic.3427,0
magic.3428,10
magic.3429,0
magic.3430,0
magic.3432,0
magic.3433,2
magic.3435,8
magic.3438,0
magic.3439,0
magic.3440,1
magic.3441,0
magic.3442,4
magic.3443,2
magic.3445,1
magic.3446,0
magic.3447,0
magic.3449,2
magic.3450,0
magic.3451,0
magic.3452,0
magic.3453,0
magic.3454,3
magic.3455,0
magic.3457,0
magic.3458,0
magic.3462,1
magic.3463,0
magic.3464,0
magic.3466,0
magic.3467,0
magic.3472,0
magic.3476,0
magic.3478,0
magic.3479,0
magic.3480,0
magic.3482,0
magic.3484,0
magic.3486,0
magic.3487,0
magic.3491,0
magic.3493,1
magic.3496,0
magic.3498,0
magic.3500,0
magic.3502,0
magic.3503,0
magic.3504,0
magic.3505,15
magic.3506,0
magic.3507,0
magic.3508,0
magic.3511,5
magic.3513,15
magic.3514,0
magic.3518,0
magic.3519,0
magic.3520,0
magic.3522,0
magic.3524,0
magic.3525,0
magic.3527,0
magic.3528,0
magic.3530,0
magic.3533,0
magic.3534,1
magic.3536,1
magic.3540,2
magic.3543,0
magic.3544,2
magic.3546,5
magic.3547,0
magic.3548,1
magic.3552,0
magic.3553,9
magic.3555,1
magic.3558,0
magic.3562,30
magic.3563,1
magic.3565,0
magic.3566,0
magic.3567,3
magic.3569,0
magic.3570,0
magic.3571,0
magic.3572,0
magic.3574,0
magic.3575,0
magic.3576,2
magic.3577,0
magic.3578,0
magic.3580,2
magic.3581,0
magic.3582,86
magic.3583,0
magic.3585,0
magic.3586,7
magic.3587,2
magic.3588,0
magic.3590,1
magic.3591,17
magic.3592,0
magic.3594,2
magic.3596,16
magic.3597,0
magic.3601,0
magic.3603,1
magic.3604,2
magic.3607,0
magic.3609,1
magic.3611,0
magic.3616,2
magic.3619,0
magic.3620,0
magic.3621,3
magic.3622,0
magic.3623,0
magic.3624,6
magic.3628,0
magic.3629,0
magic.3634,0
magic.3635,7
magic.3636,13
magic.3637,11
magic.3638,3
magic.3639,7
magic.3641,3
magic.3647,0
magic.3649,0
magic.3650,0
magic.3651,0
magic.3653,0
magic.3654,0
magic.3656,0
magic.3659,0
magic.3661,0
magic.3662,2
magic.3663,0
magic.3664,0
magic.3665,2
magic.3666,2
magic.3668,0
magic.3669,0
magic.3673,0
magic.3675,2
magic.3676,0
magic.3678,0
magic.3679,4
magic.3680,0
magic.3681,0
magic.3682,3
magic.3683,0
magic.3684,1
magic.3685,0
magic.3686,0
magic.3688,2
magic.3689,0
magic.3692,0
magic.3694,0
magic.3695,4
magic.3697,0
magic.3698,1
magic.3699,1
magic.3702,0
magic.3703,0
magic.3704,1
magic.3706,0
magic.3707,0
magic.3710,0
magic.3712,0
magic.3713,0
magic.3715,12
magic.3716,0
magic.3717,0
magic.3718,6
magic.3719,0
magic.3720,5
magic.3721,3
magic.3722,0
magic.3725,4
magic.3731,2
magic.3732,0
magic.3734,0
magic.3735,1
magic.3740,1
magic.3741,1
magic.3744,0
magic.3745,3
magic.3746,0
magic.3747,0
magic.3748,1
magic.3751,3
magic.3753,2
magic.3755,0
magic.3758,0
magic.3759,0
magic.3761,0
magic.3762,1
magic.3763,0
magic.3765,5
magic.3767,1
magic.3768,0
magic.3769,0
magic.3777,2
magic.3780,0
magic.3781,0
magic.3782,0
magic.3783,0
magic.3784,1
magic.3793,0
magic.3794,0
magic.3795,0
magic.3798,0
magic.3799,1
magic.3800,0
magic.3801,0
magic.3802,0
magic.3803,0
magic.3804,0
magic.3805,1
magic.3810,0
magic.3813,27
magic.3815,11
magic.3818,0
magic.3819,1
magic.3821,7
magic.3822,0
magic.3829,0
magic.3830,0
magic.3831,0
magic.3836,1
magic.3839,0
magic.3840,0
magic.3841,0
magic.3842,1
magic.3843,0
magic.3844,0
magic.3845,0
magic.3847,0
magic.3849,0
magic.3852,1
magic.3853,1
magic.3857,0
magic.3859,0
magic.3860,8
magic.3861,0
magic.3863,2
magic.3866,0
magic.3867,0
magic.3869,0
magic.3871,1
magic.3873,4
magic.3874,2
magic.3876,0
magic.3877,0
magic.3879,3
magic.3880,1
magic.3885,1
magic.3886,65
magic.3887,1
magic.3888,0
magic.3891,1
magic.3892,0
magic.3893,0
magic.3894,0
magic.3896,0
magic.3898,2
magic.3899,2
magic.3900,0
magic.3901,0
magic.3902,50
magic.3903,10
magic.3905,1
magic.3907,0
magic.3908,0
magic.3916,0
magic.3919,2
magic.3920,0
magic.3921,0
magic.3922,0
magic.3923,0
magic.3924,0
magic.3925,0
magic.3926,0
magic.3927,0
magic.3928,0
magic.3930,0
magic.3933,0
magic.3935,0
magic.3936,0
magic.3937,0
magic.3941,0
magic.3942,0
magic.3943,0
magic.3946,0
magic.3947,0
magic.3948,0
magic.3949,0
magic.3951,6
magic.3952,0
magic.3955,0
magic.3958,0
magic.3959,0
magic.3960,17
magic.3961,0
magic.3962,1
magic.3963,0
magic.3964,0
magic.3965,0
magic.3966,0
magic.3970,8
magic.3971,7
magic.3973,0
magic.3974,9
magic.3975,4
magic.3976,0
magic.3978,5
magic.3982,1
magic.3984,0
magic.3985,0
magic.3987,8
magic.3990,0
magic.3991,0
magic.3992,4
magic.4000,0
magic.4002,0
magic.4005,0
magic.4007,0
magic.4008,3
magic.4009,0
magic.4011,0
magic.4012,3
magic.4013,0
magic.4014,0
magic.4015,8
magic.4016,0
magic.4017,0
magic.4018,3
magic.4019,1
magic.4020,2
magic.4022,4
magic.4023,0
magic.4024,41
magic.4025,0
magic.4026,1
magic.4027,0
magic.4028,0
magic.4029,6
magic.4030,0
magic.4031,4
magic.4032,2
magic.4033,0
magic.4034,1
magic.4035,0
magic.4036,0
magic.4038,6
magic.4039,0
magic.4044,0
magic.4045,10
magic.4047,1
magic.4060,0
magic.4061,0
magic.4062,1
magic.4063,0
magic.4066,0
magic.4070,0
magic.4071,0
magic.4072,0
magic.4073,0
magic.4074,0
magic.4075,0
magic.4085,0
magic.4089,0
magic.4098,0
magic.4099,0
magic.4100,0
magic.4101,0
magic.4102,0
magic.4103,2
magic.4104,3
magic.4105,0
magic.4106,0
magic.4107,11
magic.4108,0
magic.4110,0
magic.4111,0
magic.4113,0
magic.4116,0
magic.4118,0
magic.4119,0
magic.4120,2
magic.4121,2
magic.4122,1
magic.4123,0
magic.4124,2
magic.4125,1
magic.4126,0
magic.4128,10
magic.4129,0
magic.4130,0
magic.4132,0
magic.4133,206
magic.4135,1
magic.4141,3
magic.4143,0
magic.4147,1
magic.4148,0
magic.4149,0
magic.4153,2
magic.4158,0
magic.4160,1
magic.4161,1
magic.4162,0
magic.4163,0
magic.4164,0
magic.4166,1
magic.4167,4
magic.4168,1
magic.4170,8
magic.4172,0
magic.4173,1
magic.4177,2
magic.4180,1
magic.4181,0
magic.4187,5
magic.4189,0
magic.4190,2
magic.4191,0
magic.4192,4
magic.4193,54
magic.4194,9
magic.4195,1
magic.4196,0
magic.4198,0
magic.4199,1
magic.4201,0
magic.4202,6
magic.4203,1
magic.4204,0
magic.4205,6
magic.4209,1
magic.4210,0
magic.4213,15
magic.4216,1
magic.4217,1
magic.4219,4
magic.4221,0
magic.4223,0
magic.4224,3
magic.4228,1
magic.4230,1
magic.4232,0
magic.4233,0
magic.4234,0
magic.4236,1
magic.4238,0
magic.4241,4
magic.4245,2
magic.4246,1
magic.4253,2
magic.4256,10
magic.4257,15
magic.4259,0
magic.4264,3
magic.4267,298
magic.4269,2
magic.4270,0
magic.4272,1
magic.4273,544
magic.4275,0
magic.4278,0
magic.4280,1
magic.4281,1
magic.4283,0
magic.4286,15
magic.4287,0
magic.4288,0
magic.4289,14
magic.4292,416
magic.4299,0
magic.4300,9
magic.4602,9
magic.4603,0
magic.4609,1
magic.4612,0
magic.4616,2
magic.4619,3
magic.4620,0
magic.4626,0
magic.4627,1
magic.4631,36
magic.4632,0
magic.4634,1
magic.4637,0
magic.4641,1
magic.4644,0
magic.4645,0
magic.4646,1
magic.4649,1
magic.4650,0
magic.4651,2
magic.4653,1
magic.4656,2
magic.4657,0
magic.4658,11
magic.4662,1
magic.4663,0
magic.4664,3
magic.4665,0
magic.4667,0
magic.4670,1
magic.4673,3
magic.4674,0
magic.4676,0
magic.4677,12
magic.4679,0
magic.4681,1
magic.4683,1
magic.4684,0
magic.4687,8
magic.4693,5
magic.4695,1
magic.4696,3
magic.4697,0
magic.4701,4
magic.4702,0
magic.4708,4
magic.4709,8
magic.4710,3
magic.4714,0
magic.4715,13
magic.4721,2
magic.4722,1
magic.4723,2
magic.4728,0
magic.4732,0
magic.4733,0
magic.4734,1
magic.4737,154
magic.4740,5
magic.4744,5
magic.4749,0
magic.4750,0
magic.4751,0
magic.4752,1
magic.4753,5
magic.4755,1
magic.4759,1
magic.4763,1
magic.4774,0
magic.4776,1
magic.4781,0
magic.4782,1
magic.4784,0
magic.4785,0
magic.4788,131
magic.4789,1
magic.4793,1
magic.4794,0
magic.4795,1
magic.4797,0
magic.4799,1
magic.4803,0
magic.4804,0
magic.4805,0
magic.4806,0
magic.4808,0
magic.4811,3
magic.4812,0
magic.4814,0
magic.4815,1
magic.4816,1
magic.4817,0
magic.4818,2
magic.4820,2
magic.4821,0
magic.4822,0
magic.4823,0
magic.4824,0
magic.4825,3
magic.4826,0
magic.4827,0
magic.4828,0
magic.4830,4
magic.4835,1
magic.4836,0
magic.4838,0
magic.4839,0
magic.4840,0
magic.4841,22
magic.4842,0
magic.4843,8
magic.4844,0
magic.4845,1
magic.4846,2
magic.4848,4
magic.4849,6
magic.4855,1
magic.4857,0
magic.4858,1
magic.4859,0
magic.4860,0
magic.4862,0
magic.4866,1
magic.4869,0
magic.4872,0
magic.4873,11
magic.4874,0
magic.4875,1
magic.4877,9
magic.4880,2
magic.4882,0
magic.4883,1
magic.4884,0
magic.4885,1
magic.4895,0
magic.4896,3
magic.4899,0
magic.4901,0
magic.4902,0
magic.4903,0
magic.4904,0
magic.4905,2
magic.4906,0
magic.4919,0
magic.4921,0
magic.4923,4
magic.4924,0
magic.4928,0
magic.4929,15
magic.4932,1
magic.4935,3
magic.4937,0
magic.4942,3
magic.4943,0
magic.4946,1
magic.4948,1
magic.4949,0
magic.4950,2
magic.4952,2
magic.4958,0
magic.4963,0
magic.4964,0
magic.4965,1
magic.4966,1
magic.4968,0
magic.4969,0
magic.4971,2
magic.4972,1
magic.4973,1
magic.4974,0
magic.4976,2
magic.4977,0
magic.4981,0
magic.4982,0
magic.4983,2
magic.4986,2
magic.4987,0
magic.4988,0
magic.4989,0
magic.4990,0
magic.4991,0
magic.4992,0
magic.4994,0
magic.4996,0
magic.4998,1
magic.4999,0
magic.5001,1
magic.5003,1
magic.5004,0
magic.5005,0
magic.5007,2
magic.5008,0
magic.5011,0
magic.5013,2
magic.5021,0
magic.5028,2
magic.5031,0
magic.5032,0
magic.5033,0
magic.5034,2
magic.5035,0
magic.5036,1
magic.5039,0
magic.5040,0
magic.5042,0
magic.5043,0
magic.5045,5
magic.5048,0
magic.5050,1
magic.5051,1
magic.5052,0
magic.5056,0
magic.5058,0
magic.5061,0
magic.5064,0
magic.5069,1
magic.5072,0
magic.5073,0
magic.5075,2
magic.5076,10
magic.5077,2
magic.5079,3
magic.5080,12
magic.5081,0
magic.5084,0
magic.5085,1
magic.5088,0
magic.5094,1
magic.5096,0
magic.5097,2
magic.5103,0
magic.5104,0
magic.5105,0
magic.5106,0
magic.5107,0
magic.5108,0
magic.5111,1
magic.5112,1
magic.5113,0
magic.5115,0
magic.5116,0
magic.5117,0
magic.5118,1
magic.5122,1
magic.5123,0
magic.5125,5
magic.5127,0
magic.5128,0
magic.5136,0
magic.5137,0
magic.5138,0
magic.5139,0
magic.5140,4
magic.5141,0
magic.5142,0
magic.5144,1
magic.5145,0
magic.5147,0
magic.5148,0
magic.5150,1
magic.5151,3
magic.5153,0
magic.5156,2
magic.5159,5
magic.5162,19
magic.5163,9
magic.5165,0
magic.5166,3
magic.5168,1
magic.5171,7
magic.5172,0
magic.5173,0
magic.5175,0
magic.5176,1
magic.5178,4
magic.5181,0
magic.5184,2
magic.5187,1
magic.5188,0
magic.5191,1
magic.5194,0
magic.5196,2
magic.5197,0
magic.5198,0
magic.5205,1
magic.5208,0
magic.5210,0
magic.5212,0
magic.5213,0
magic.5215,0
magic.5216,1
magic.5218,0
magic.5222,0
magic.5223,13
magic.5224,0
magic.5225,12
magic.5226,0
magic.5227,0
magic.5228,3
magic.5229,26
magic.5230,0
magic.5232,1
magic.5234,0
magic.5235,0
magic.5238,0
magic.5240,2
magic.5242,0
magic.5243,0
magic.5245,1
magic.5247,0
magic.5248,0
magic.5262,0
magic.5263,3
magic.5269,2
magic.5270,0
magic.5273,0
magic.5274,0
magic.5276,4
magic.5278,0
magic.5280,0
magic.5282,0
magic.5283,2
magic.5284,1
magic.5287,0
magic.5289,0
magic.5290,0
magic.5291,1
magic.5292,0
magic.5295,0
magic.5297,1
magic.5298,0
magic.5300,0
magic.5302,0
magic.5303,0
magic.5308,0
magic.5310,3
magic.5314,6
magic.5315,4
magic.5316,0
magic.5318,1
magic.5320,117
magic.5321,0
magic.5323,27
magic.5328,14
magic.5332,1
magic.5336,1
magic.5339,7
magic.5341,2
magic.5343,1
magic.5345,0
magic.5347,0
magic.5348,5
magic.5350,4
magic.5353,0
magic.5354,8
magic.5356,1
magic.5361,0
magic.5362,2
magic.5363,2
magic.5364,0
magic.5366,0
magic.5368,0
magic.5370,19
magic.5374,1
magic.5377,0
magic.5378,0
magic.5379,0
magic.5380,0
magic.5381,2
magic.5382,0
magic.5383,0
magic.5386,0
magic.5387,0
magic.5390,1
magic.5393,0
magic.5394,0
magic.5395,0
magic.5396,158
magic.5398,0
magic.5399,0
magic.5400,15
magic.5406,0
magic.5407,0
magic.5408,0
magic.5413,1
magic.5414,0
magic.5415,0
magic.5416,4
magic.5417,4
magic.5419,0
magic.5420,7
magic.5423,0
magic.5425,0
magic.5427,1
magic.5428,2
magic.5429,1
magic.5431,1
magic.5432,3
magic.5433,0
magic.5435,0
magic.5436,0
magic.5437,35
magic.5439,0
magic.5441,0
magic.5446,1
magic.5447,22
magic.5448,0
magic.5449,0
magic.5450,0
magic.5451,2
magic.5453,1
magic.5454,0
magic.5455,0
magic.5457,0
magic.5459,0
magic.5462,1
magic.5463,8
magic.5465,14
magic.5466,0
magic.5467,1
magic.5468,0
magic.5471,0
magic.5472,1
magic.5473,0
magic.5475,0
magic.5477,0
magic.5478,0
magic.5479,0
magic.5481,0
magic.5485,56
magic.5488,0
magic.5493,0
magic.5494,0
magic.5497,1
magic.5498,1
magic.5501,5
magic.5502,0
magic.5503,3
magic.5504,0
magic.5505,0
magic.5506,1
magic.5509,1
magic.5510,5
magic.5512,0
magic.5516,0
magic.5517,5
magic.5518,0
magic.5519,4
magic.5523,1
magic.5524,33
magic.5527,4
magic.5529,1
magic.5530,3
magic.5532,2
magic.5533,3
magic.5534,9
magic.5538,0
magic.5540,4
magic.5541,1
magic.5546,2
magic.5547,0
magic.5548,20
magic.5550,0
magic.5551,0
magic.5552,0
magic.5553,2
magic.5554,10
magic.5560,2
magic.5561,0
magic.5562,0
magic.5563,1
magic.5564,0
magic.5565,0
magic.5567,0
magic.5571,0
magic.5574,0
magic.5576,0
magic.5586,0
magic.5589,26
magic.5590,11
magic.5591,0
magic.5593,1
magic.5594,15
magic.5596,1
magic.5597,0
magic.5598,1
magic.5599,1
magic.5600,0
magic.5905,1
magic.5906,3
magic.5908,0
magic.5911,0
magic.5915,7
magic.5916,1
magic.5917,0
magic.5918,2
magic.5920,0
magic.5923,0
magic.5925,0
magic.5932,0
magic.5933,1
magic.5934,0
magic.5935,18
magic.5936,2
magic.5937,0
magic.5939,0
magic.5948,0
magic.5949,0
magic.5952,2
magic.5954,0
magic.5955,0
magic.5961,0
magic.5963,2
magic.5964,0
magic.5965,0
magic.5966,1
magic.5969,0
magic.5970,0
magic.5972,0
magic.5975,2
magic.5978,0
magic.5979,0
magic.5980,0
magic.5981,0
magic.5982,759
magic.5983,0
magic.5987,0
magic.5992,1
magic.5993,0
magic.5995,0
magic.5999,1
magic.6000,5
magic.6003,2
magic.6005,0
magic.6007,1
magic.6011,0
magic.6013,2
magic.6014,3
magic.6015,3
magic.6016,0
magic.6017,0
magic.6019,1
magic.6020,1
magic.6021,0
magic.6024,0
magic.6027,1
magic.6028,4
magic.6031,2
magic.6034,0
magic.6035,9
magic.6037,0
magic.6039,3
magic.6042,0
magic.6045,3
magic.6046,0
magic.6049,17
magic.6051,5
magic.6053,0
magic.6056,0
magic.6069,0
magic.6070,0
magic.6072,0
magic.6075,0
magic.6078,0
magic.6081,0
magic.6082,0
magic.6083,0
magic.6085,0
magic.6087,0
magic.6094,0
magic.6097,0
magic.6102,31
magic.6105,0
magic.6108,0
magic.6114,11
magic.6117,1
magic.6120,0
magic.6123,22
magic.6124,0
magic.6127,3
magic.6129,3
magic.6136,0
magic.6137,0
magic.6138,735
magic.6141,0
magic.6143,0
magic.6144,0
magic.6145,50
magic.6147,0
magic.6150,0
magic.6152,0
magic.6153,0
magic.6154,1
magic.6158,502
magic.6159,3
magic.6164,1
magic.6169,3
magic.6171,5
magic.6173,0
magic.6176,1
magic.6177,0
magic.6181,0
magic.6182,2
magic.6183,0
magic.6184,1
magic.6185,1
magic.6187,0
magic.6191,101
magic.6196,0
magic.6201,0
magic.6202,2
magic.6203,3
magic.6208,7
magic.6209,0
magic.6212,0
magic.6214,35
magic.6215,0
magic.6219,0
magic.6226,0
magic.6228,0
magic.6229,0
magic.6230,0
magic.6231,0
magic.6232,0
magic.6233,1
magic.6235,0
magic.6236,0
magic.6237,2
magic.6239,0
magic.6240,0
magic.6242,0
magic.6243,2
magic.6245,0
magic.6257,3
magic.6259,0
magic.6267,0
magic.6269,2
magic.6275,0
magic.6276,5
magic.6279,3
magic.6280,9
magic.6281,2
magic.6284,8
magic.6286,1
magic.6291,0
magic.6293,2
magic.6295,3
magic.6298,26
magic.6300,0
magic.6303,0
magic.6306,6
magic.6309,0
magic.6312,0
magic.6314,21
magic.6315,1
magic.6322,1
magic.6323,5
magic.6324,21
magic.6325,0
magic.6326,0
magic.6327,1
magic.6331,0
magic.6334,2
magic.6335,1
magic.6336,0
magic.6337,0
magic.6338,6
magic.6341,0
magic.6344,1
magic.6345,0
magic.6348,5
magic.6349,9
magic.6355,0
magic.6356,0
magic.6361,3
magic.6362,1
magic.6363,2
magic.6368,0
magic.6369,0
magic.6371,4
magic.6375,16
magic.6381,0
magic.6383,1
magic.6384,0
magic.6386,56
magic.6390,44
magic.6391,4
magic.6392,0
magic.6401,3
magic.6403,0
magic.6404,2
magic.6406,1
magic.6407,0
magic.6408,0
magic.6409,11
magic.6410,0
magic.6413,0
magic.6418,0
magic.6422,0
magic.6426,22
magic.6427,5
magic.6428,6
magic.6430,91
magic.6431,2
magic.6436,18
magic.6439,0
magic.6442,0
magic.6444,29
magic.6449,1
magic.6451,0
magic.6452,3
magic.6457,0
magic.6463,3
magic.6465,24
magic.6469,0
magic.6470,18
magic.6471,1
magic.6480,20
magic.6485,9
magic.6486,1
magic.6488,6
magic.6490,1
magic.6492,0
magic.6494,7
magic.6497,0
magic.6501,9
magic.6502,15
magic.6503,1
magic.6504,1
magic.6506,2
magic.6516,0
magic.6519,1
magic.6521,0
magic.6527,0
magic.6529,0
magic.6530,2
magic.6535,0
magic.6536,1
magic.6538,2
magic.6539,1
magic.6541,5
magic.6542,0
magic.6547,1
magic.6549,101
magic.6551,2
magic.6553,0
magic.6555,2
magic.6556,3
magic.6558,2
magic.6559,0
magic.6561,1
magic.6564,1
magic.6569,3
magic.6571,1
magic.6574,0
magic.6581,2
magic.6582,0
magic.6584,6
magic.6585,3
magic.6587,2
magic.6588,3
magic.6589,9
magic.6590,2
magic.6591,4
magic.6592,0
magic.6593,0
magic.6594,2
magic.6595,26
magic.6597,1
magic.6598,0
magic.6599,0
magic.6600,0
